taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,ETM.manual.fix,MJI suggested fix
29483,himblu1,avibase-EBC83ABE,Himalayan Bluetail,Tarsiger_rufilatus,Tarsiger,Muscicapidae (Old World Flycatchers),,,,,
29487,rbbrob1,avibase-40EF82DE,Rufous-breasted Bush-Robin,Tarsiger_hyperythrus,Tarsiger,Muscicapidae (Old World Flycatchers),,,,,
29488,wbbrob1,avibase-148357B5,White-browed Bush-Robin,Tarsiger_indicus,Tarsiger,Muscicapidae (Old World Flycatchers),,,,,
29491,whbbur3,avibase-F23554C4,Taiwan Bush-Robin,Tarsiger_formosanus,Tarsiger,Muscicapidae (Old World Flycatchers),"Tarsiger_indicus, Tarsiger_formosanus",,Split Taiwan Bush-Robin Tarsiger formosanus from White-browed Bush-Robin Tarsiger indicus.,,
29492,gobrob1,avibase-CF1D988A,Golden Bush-Robin,Tarsiger_chrysaeus,Tarsiger,Muscicapidae (Old World Flycatchers),,,,,
29495,cobrob1,avibase-55B75532,Collared Bush-Robin,Tarsiger_johnstoniae,Tarsiger,Muscicapidae (Old World Flycatchers),,,,,
29498,korfly1,avibase-70030C48,Yellow-rumped Flycatcher,Ficedula_zanthopygia,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29499,narfly1,avibase-40B76146,Green-backed Flycatcher,Ficedula_elisae,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29500,narfly2,avibase-DEA1FD2E,Narcissus Flycatcher,Ficedula_narcissina,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29501,narfly3,avibase-98DA78EC,Ryukyu Flycatcher,Ficedula_owstoni,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29507,mugfly,avibase-0557B8E5,Mugimaki Flycatcher,Ficedula_mugimaki,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29508,slbfly1,avibase-EF8548B9,Slaty-backed Flycatcher,Ficedula_erithacus,Ficedula,Muscicapidae (Old World Flycatchers),"Ficedula_mugimaki, Ficedula_hodgsoni, Ficedula_strophiata, Ficedula_sapphira, Ficedula_westermanni, Ficedula_superciliaris, Ficedula_erithacus; Ficedula_mugimaki, Ficedula_hodgsoni, Ficedula_strophiata, Ficedula_sapphira, Ficedula_westermanni, Ficedula_superciliaris",, MJI: refined; total guesswork based on sequence and appearance,,
29509,barfly1,avibase-47C88B19,Black-and-orange Flycatcher,Ficedula_nigrorufa,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29510,slbfly2,avibase-8A18D787,Slaty-blue Flycatcher,Ficedula_tricolor,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29515,snbfly1,avibase-0EEEF8C2,Snowy-browed Flycatcher,Ficedula_hyperythra,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29530,pybfly1,avibase-4A9906BA,Pygmy Flycatcher,Ficedula_hodgsoni,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29533,rugfly1,avibase-57D97C57,Rufous-gorgeted Flycatcher,Ficedula_strophiata,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29536,sapfly1,avibase-94AF14FA,Sapphire Flycatcher,Ficedula_sapphira,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29540,lipfly1,avibase-58F57E07,Little Pied Flycatcher,Ficedula_westermanni,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29549,ultfly1,avibase-808001B1,Ultramarine Flycatcher,Ficedula_superciliaris,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29552,rutfly6,avibase-F6A82D7F,Rusty-tailed Flycatcher,Ficedula_ruficauda,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29553,taifly1,avibase-99985173,Taiga Flycatcher,Ficedula_albicilla,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29554,kasfly1,avibase-BFB564AA,Kashmir Flycatcher,Ficedula_subrubra,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29555,rebfly,avibase-6A3CA06B,Red-breasted Flycatcher,Ficedula_parva,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29557,semfly1,avibase-BE56C141,Semicollared Flycatcher,Ficedula_semitorquata,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29558,eupfly1,avibase-6E352E18,European Pied Flycatcher,Ficedula_hypoleuca,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29563,atlfly1,avibase-CD1B2156,Atlas Flycatcher,Ficedula_speculigera,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29565,colfly1,avibase-0B2F8058,Collared Flycatcher,Ficedula_albicollis,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29570,rucfly3,avibase-4BA2D4EE,Tanimbar Flycatcher,Ficedula_riedeli,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29571,rucfly1,avibase-EE4C2320,Rufous-chested Flycatcher,Ficedula_dumetoria,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29574,palfly1,avibase-C7896162,Palawan Flycatcher,Ficedula_platenae,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29575,furfly1,avibase-ADF166DE,Furtive Flycatcher,Ficedula_disposita,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29576,rutfly5,avibase-0DBEE836,Rufous-throated Flycatcher,Ficedula_rufigula,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29577,damfly1,avibase-C219B576,Damar Flycatcher,Ficedula_henrici,Ficedula,Muscicapidae (Old World Flycatchers),"Ficedula_rufigula, Ficedula_henrici, Ficedula_buruensis, Ficedula_bonthaina; Ficedula_rufigula, Ficedula_buruensis, Ficedula_bonthaina",, MJI: refinedPCR: agree; certainly does not belong with narcissina clade,,
29578,cicfly1,avibase-752092BF,Cinnamon-chested Flycatcher,Ficedula_buruensis,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29582,lomfly1,avibase-42C56290,Lompobattang Flycatcher,Ficedula_bonthaina,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29583,sumfly1,avibase-16577904,Sumba Flycatcher,Ficedula_harterti,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29584,blbfly2,avibase-02C91A31,Black-banded Flycatcher,Ficedula_timorensis,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29585,lisfly1,avibase-F5DB600C,Little Slaty Flycatcher,Ficedula_basilanica,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29588,rutfly7,avibase-1DE8E22F,Cryptic Flycatcher,Ficedula_crypta,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29589,bunfly1,avibase-C1BCE534,Bundok Flycatcher,Ficedula_luzoniensis,Ficedula,Muscicapidae (Old World Flycatchers),,,,,
29599,blfred1,avibase-F6732792,Blue-fronted Redstart,Phoenicurus_frontalis,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29600,plured1,avibase-1850B440,Plumbeous Redstart,Phoenicurus_fuliginosus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29603,luzred1,avibase-4DB42DF9,Luzon Redstart,Phoenicurus_bicolor,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29604,rubred2,avibase-03E448A1,Rufous-backed Redstart,Phoenicurus_erythronotus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29605,whcred1,avibase-D2E75830,White-capped Redstart,Phoenicurus_leucocephalus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29606,alsred1,avibase-40DEDD83,Ala Shan Redstart,Phoenicurus_alaschanicus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29607,bucred1,avibase-DDD9AFC2,Blue-capped Redstart,Phoenicurus_coeruleocephala,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29608,moured1,avibase-7A8D10C0,Moussier's Redstart,Phoenicurus_moussieri,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29609,comred2,avibase-06DD9D95,Common Redstart,Phoenicurus_phoenicurus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29612,hodred1,avibase-015533E2,Hodgson's Redstart,Phoenicurus_hodgsoni,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29613,whtred1,avibase-B28F28BC,White-throated Redstart,Phoenicurus_schisticeps,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29614,whwred2,avibase-3B01E171,White-winged Redstart,Phoenicurus_erythrogastrus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29617,blared1,avibase-612B5C24,Black Redstart,Phoenicurus_ochruros,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29630,daured1,avibase-E859E499,Daurian Redstart,Phoenicurus_auroreus,Phoenicurus,Muscicapidae (Old World Flycatchers),,,,,
29634,lirthr1,avibase-566669CC,Little Rock-Thrush,Monticola_rufocinereus,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29637,cbrthr1,avibase-7305993C,Chestnut-bellied Rock-Thrush,Monticola_rufiventris,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29638,wtrthr1,avibase-AC6BC1EC,White-throated Rock-Thrush,Monticola_gularis,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29639,bcrthr1,avibase-A84C5E18,Blue-capped Rock-Thrush,Monticola_cinclorhyncha,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29640,strthr1,avibase-A20D777F,Short-toed Rock-Thrush,Monticola_brevipes,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29643,serthr1,avibase-CCC257D0,Sentinel Rock-Thrush,Monticola_explorator,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29646,litrot1,avibase-7DFEBA9C,Littoral Rock-Thrush,Monticola_imerina,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29647,ammrot1,avibase-6BE53CFC,Amber Mountain Rock-Thrush,Monticola_erythronotus,Monticola,Muscicapidae (Old World Flycatchers),"Monticola_erythronotus, Monticola_sharpei",,"Often considered conspecific with Forest Rock-Thrush (Monticola sharpei), and recent molecular studies argue for this based on low genetic divergence (1, 2, 3); however, differs markedly in morphology, having breast rich orange-rufous vs dull blue-gray (i.e., transition in color is at lower throat; 3); rich blue-gray crown to nape sharply demarcated from dark chestnut-brown back to rump and scapulars vs duller (olive-tinged) blue-gray crown gently grading to dark gray-tinged olive-brownish back to rump (3); and larger size (effect size for both bill and wing in males 2.13; score 2); female mirrors male breast pattern by replacing long pale and dark streaks of Forest Rock-Thrush with rusty breastband and broad straw-colored streaks",,
29648,forrot2,avibase-17CE23D4,Forest Rock-Thrush,Monticola_sharpei,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29651,rtrthr1,avibase-736D38E7,Rufous-tailed Rock-Thrush,Monticola_saxatilis,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29652,burthr,avibase-41D76F4B,Blue Rock-Thrush,Monticola_solitarius,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29660,mirthr1,avibase-57DB5D4E,Miombo Rock-Thrush,Monticola_angolensis,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29663,carthr1,avibase-22E11A7D,Cape Rock-Thrush,Monticola_rupestris,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29664,wwccha1,avibase-6A984F97,White-winged Cliff-Chat,Monticola_semirufus,Monticola,Muscicapidae (Old World Flycatchers),,,,,
29666,whinch1,avibase-A0EDAEA2,Whinchat,Saxicola_rubetra,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29668,whbbus4,avibase-BB5C7A45,White-browed Bushchat,Saxicola_macrorhynchus,Saxicola,Muscicapidae (Old World Flycatchers),"Saxicola_rubetra, Saxicola_macrorhynchus, Saxicola_insignis, Saxicola_caprata, Saxicola_jerdoni, Saxicola_ferreus",,"Though not included in any phylogenetic studies, Illera et al. (7) hypothesized that, based on its distribution, it was likely closely related to Jerdon's Bushchat (Saxicola jerdoni), Gray Bushchat (Saxicola ferreus), Whinchat, Pied Bushchat (Saxicola caprata), and/or White-throated Bushchat (Saxicola insignis).",,
29669,whtbus1,avibase-8C0E2D62,White-throated Bushchat,Saxicola_insignis,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29670,caisto1,avibase-FEA56E91,Fuerteventura Stonechat,Saxicola_dacotiae,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29673,stonec4,avibase-0EA8F8B9,European Stonechat,Saxicola_rubicola,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29677,sibsto1,avibase-DB645AF5,Siberian Stonechat,Saxicola_maurus,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29688,stonec7,avibase-80216E85,Amur Stonechat,Saxicola_stejnegeri,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29690,afrsto1,avibase-CF2E9674,African Stonechat,Saxicola_torquatus,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29708,reusto1,avibase-63C0999F,Reunion Stonechat,Saxicola_tectes,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29709,whtsto2,avibase-54793140,White-tailed Stonechat,Saxicola_leucurus,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29711,piebus1,avibase-A64A1FA2,Pied Bushchat,Saxicola_caprata,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29728,jerbus1,avibase-161A2629,Jerdon's Bushchat,Saxicola_jerdoni,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29729,grybus1,avibase-1580864C,Gray Bushchat,Saxicola_ferreus,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29732,timbus1,avibase-FC6AF842,Timor Bushchat,Saxicola_gutturalis,Saxicola,Muscicapidae (Old World Flycatchers),,,,,
29736,busbus1,avibase-916C5AED,Buff-streaked Chat,Campicoloides_bifasciatus,Campicoloides,Muscicapidae (Old World Flycatchers),,,,,
29737,siccha1,avibase-BF0859C5,Sickle-winged Chat,Emarginata_sinuata,Emarginata,Muscicapidae (Old World Flycatchers),,,,,
29741,karcha1,avibase-EA459C8C,Karoo Chat,Emarginata_schlegelii,Emarginata,Muscicapidae (Old World Flycatchers),,,,,
29746,tracha1,avibase-17DEACED,Tractrac Chat,Emarginata_tractrac,Emarginata,Muscicapidae (Old World Flycatchers),,,,,
29752,moocha1,avibase-8EB0AB41,Moorland Chat,Pinarochroa_sordida,Pinarochroa,Muscicapidae (Old World Flycatchers),,,,,
29757,moccha1,avibase-F8B6EC31,Mocking Cliff-Chat,Thamnolaea_cinnamomeiventris,Thamnolaea,Muscicapidae (Old World Flycatchers),,,,,
29766,soocha1,avibase-B55BADC1,Sooty Chat,Myrmecocichla_nigra,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29767,noacha1,avibase-E09F7223,Northern Anteater-Chat,Myrmecocichla_aethiops,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29771,soacha1,avibase-400A83B9,Southern Anteater-Chat,Myrmecocichla_formicivora,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29772,conmoo1,avibase-7631D1A3,Congo Moor Chat,Myrmecocichla_tholloni,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29773,mouwhe1,avibase-3B26A7B2,Mountain Chat,Myrmecocichla_monticola,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29778,ruecha1,avibase-1B6016EC,Rüppell's Chat,Myrmecocichla_melaena,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29779,whbcha2,avibase-535524BE,Arnot's Chat,Myrmecocichla_arnotti,Myrmecocichla,Muscicapidae (Old World Flycatchers),,,,,
29783,norwhe,avibase-DF526047,Northern Wheatear,Oenanthe_oenanthe,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29788,norwhe3,avibase-3983013B,Atlas Wheatear,Oenanthe_seebohmi,Oenanthe,Muscicapidae (Old World Flycatchers),"Oenanthe_oenanthe, Oenanthe_seebohmi",,"Originally described as a distinct species, the Atlas Wheatear has long been considered conspecific with the Northern Wheatear. Its taxonomic status is still debated, and available genetic evidence suggests very low divergence; mitochondrial DNA, both traditional sequence data and whole mitochondrial genome data, show Oenanthe seebohmi as embedded within Oenanthe oenanthe, and fail to find any of the subspecies as genetically distinct. These results stand in contrast to differences in plumage, as well as ecological differences, which support recognition of the Atlas Wheatear as a distinct species (see Systematics).",,
29790,capwhe1,avibase-E6BD3258,Capped Wheatear,Oenanthe_pileata,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29794,rebwhe2,avibase-DB59BA9E,Buff-breasted Wheatear,Oenanthe_bottae,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29795,rebwhe3,avibase-19ADEF8A,Rusty-breasted Wheatear,Oenanthe_frenata,Oenanthe,Muscicapidae (Old World Flycatchers),"Oenanthe_frenata, Oenanthe_isabellina",,Oenanthe frenata appears to be sister to Oenanthe isabellina,,
29796,isawhe1,avibase-E6C6F746,Isabelline Wheatear,Oenanthe_isabellina,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29797,heuwhe1,avibase-6ADB636C,Heuglin's Wheatear,Oenanthe_heuglinii,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29798,hoowhe1,avibase-17F2D08C,Hooded Wheatear,Oenanthe_monacha,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29799,deswhe1,avibase-078BC0ED,Desert Wheatear,Oenanthe_deserti,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29803,bkewhe1,avibase-CBB94183,Western Black-eared Wheatear,Oenanthe_hispanica,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29804,cypwhe1,avibase-A3148129,Cyprus Wheatear,Oenanthe_cypriaca,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29805,bkewhe2,avibase-DF26171F,Eastern Black-eared Wheatear,Oenanthe_melanoleuca,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29808,piewhe1,avibase-2FB34D83,Pied Wheatear,Oenanthe_pleschanka,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29813,wfbcha1,avibase-CC3B0B59,White-fronted Black-Chat,Oenanthe_albifrons,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29819,somwhe1,avibase-631D27EF,Somali Wheatear,Oenanthe_phillipsi,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29820,rerwhe1,avibase-A9ADB78D,Red-rumped Wheatear,Oenanthe_moesta,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29823,blacks1,avibase-10E5B18E,Blackstart,Oenanthe_melanura,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29830,famcha1,avibase-CD8DEBE3,Familiar Chat,Oenanthe_familiaris,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29840,somcha1,avibase-B2C33E06,Sombre Rock Chat,Oenanthe_dubia,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29841,brtcha1,avibase-DA3F40DB,Brown-tailed Chat,Oenanthe_scotocerca,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29849,indcha1,avibase-F8995B0A,Brown Rock Chat,Oenanthe_fusca,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29850,varwhe1,avibase-F0CB79C0,Variable Wheatear,Oenanthe_picata,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29854,blawhe1,avibase-1C98EA2F,Black Wheatear,Oenanthe_leucura,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29857,humwhe2,avibase-95C1E715,Hume's Wheatear,Oenanthe_albonigra,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29858,whtwhe1,avibase-CAFA98EE,White-crowned Wheatear,Oenanthe_leucopyga,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29862,mouwhe5,avibase-3CA06BE3,Arabian Wheatear,Oenanthe_lugentoides,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29865,mouwhe4,avibase-5396F9FB,Abyssinian Wheatear,Oenanthe_lugubris,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29869,finwhe1,avibase-3A712A25,Finsch's Wheatear,Oenanthe_finschii,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29872,mouwhe2,avibase-9EE7BF1C,Mourning Wheatear,Oenanthe_lugens,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29879,retwhe3,avibase-FB719320,Kurdish Wheatear,Oenanthe_xanthoprymna,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29880,retwhe2,avibase-E749750A,Persian Wheatear,Oenanthe_chrysopygia,Oenanthe,Muscicapidae (Old World Flycatchers),,,,,
29885,bohwax,avibase-AEF821EC,Bohemian Waxwing,Bombycilla_garrulus,Bombycilla,Bombycillidae (Waxwings),,,,,
29888,cedwax,avibase-9437D635,Cedar Waxwing,Bombycilla_cedrorum,Bombycilla,Bombycillidae (Waxwings),,,,,
29891,japwax1,avibase-F13AA87F,Japanese Waxwing,Bombycilla_japonica,Bombycilla,Bombycillidae (Waxwings),,,,,
29894,kauoo,avibase-D4D46BE5,Kauai Oo,Moho_braccatus,Moho,Mohoidae (Hawaiian Honeyeaters),"Moho_braccatus, Moho_nobilis, Moho_apicalis, Moho_bishopi; Moho_nobilis, Moho_apicalis, Moho_bishopi",,"PCR: braccatus is (was) the outlier in plumage, so I'd place it as sister to the other Moho",,22 Dec MJI fixed
29895,oahoo,avibase-A9D4B4FA,Oahu Oo,Moho_apicalis,Moho,Mohoidae (Hawaiian Honeyeaters),"Moho_apicalis, Moho_bishopi",,"PCR: braccatus is (was) the outlier in plumage, so I'd place it as sister to the other Moho",,22 Dec MJI fixed
29896,bisoo,avibase-708DC3B5,Bishop's Oo,Moho_bishopi,Moho,Mohoidae (Hawaiian Honeyeaters),,,,,
29897,hawoo,avibase-07958FE0,Hawaii Oo,Moho_nobilis,Moho,Mohoidae (Hawaiian Honeyeaters),,,,,
29898,kioea,avibase-511F5AF7,Kioea,Chaetoptila_angustipluma,Chaetoptila,Mohoidae (Hawaiian Honeyeaters),,,,,
29900,bayfly1,avibase-2AF8DBBD,Black-and-yellow Silky-flycatcher,Phainoptila_melanoxantha,Phainoptila,Ptiliogonatidae (Silky-flycatchers),,,,,
29903,grsfly1,avibase-18003191,Gray Silky-flycatcher,Ptiliogonys_cinereus,Ptiliogonys,Ptiliogonatidae (Silky-flycatchers),,,,,
29908,ltsfly1,avibase-12D30D1A,Long-tailed Silky-flycatcher,Ptiliogonys_caudatus,Ptiliogonys,Ptiliogonatidae (Silky-flycatchers),,,,,
29909,phaino,avibase-BD929CBC,Phainopepla,Phainopepla_nitens,Phainopepla,Ptiliogonatidae (Silky-flycatchers),,,,,
29913,palmch1,avibase-A274284B,Palmchat,Dulus_dominicus,Dulus,Dulidae (Palmchat),,,,,
29915,olfwhi1,avibase-25C6B5F3,Hylocitrea,Hylocitrea_bonensis,Hylocitrea,Hylocitreidae (Hylocitrea),,,,,
29919,hypoco1,avibase-D08193E0,Hypocolius,Hypocolius_ampelinus,Hypocolius,Hypocoliidae (Hypocolius),,,,,
29921,gursug1,avibase-EDEE3E5C,Gurney's Sugarbird,Promerops_gurneyi,Promerops,Promeropidae (Sugarbirds),,,,,
29924,capsug1,avibase-AEE09552,Cape Sugarbird,Promerops_cafer,Promerops,Promeropidae (Sugarbirds),,,,,
29926,spothr1,avibase-3ADCF52E,Spot-throat,Modulatrix_stictigula,Modulatrix,Modulatricidae (Dapple-throat and Allies),,,,,
29929,dapthr1,avibase-D2E8BF1B,Dapple-throat,Arcanator_orostruthus,Arcanator,Modulatricidae (Dapple-throat and Allies),,,,,
29933,gycill1,avibase-FC1BE879,Gray-chested Babbler,Kakamega_poliothorax,Kakamega,Modulatricidae (Dapple-throat and Allies),,,,,
29935,yebflo2,avibase-8387A208,Yellow-breasted Flowerpecker,Prionochilus_maculatus,Prionochilus,Dicaeidae (Flowerpeckers),,,,,
29940,crbflo1,avibase-C52E5D09,Crimson-breasted Flowerpecker,Prionochilus_percussus,Prionochilus,Dicaeidae (Flowerpeckers),,,,,
29944,palflo1,avibase-AB5413A0,Palawan Flowerpecker,Prionochilus_plateni,Prionochilus,Dicaeidae (Flowerpeckers),,,,,
29947,yerflo1,avibase-9C17341F,Yellow-rumped Flowerpecker,Prionochilus_xanthopygius,Prionochilus,Dicaeidae (Flowerpeckers),,,,,
29948,scbflo2,avibase-A6B4FA85,Scarlet-breasted Flowerpecker,Prionochilus_thoracicus,Prionochilus,Dicaeidae (Flowerpeckers),,,,,
29950,olbflo1,avibase-27665659,Olive-backed Flowerpecker,Pachyglossa_olivacea,Pachyglossa,Dicaeidae (Flowerpeckers),,,,,
29955,thbflo1,avibase-78B55ACC,Thick-billed Flowerpecker,Pachyglossa_agilis,Pachyglossa,Dicaeidae (Flowerpeckers),,,,,
29970,brbflo1,avibase-8D178429,Brown-backed Flowerpecker,Pachyglossa_everetti,Pachyglossa,Dicaeidae (Flowerpeckers),,,,,
29973,whiflo1,avibase-B8F60E84,Whiskered Flowerpecker,Pachyglossa_propria,Pachyglossa,Dicaeidae (Flowerpeckers),"Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",,"The Whiskered Flowerpecker has long been placed in the genus Dicaeum. While this species has not been included in molecular phylogenetic studies, many of its presumed close relatives have (1, 2, 3), including the Yellow-vented Flowerpecker (Pachyglossa chrysorrhea), Thick-billed Flowerpecker (Pachyglossa agilis), Yellow-bellied Flowerpecker (Pachyglossa melanozantha), and Brown-backed Flowerpecker (Pachyglossa everetti), which show that these species appear to be closer to the genus Prionochilus. Because of this apparent paraphyly of Dicaeum, these species are here placed in separate genus Pachyglossa (4, 5, 6).",,
29974,yevflo1,avibase-4AFCA9BB,Yellow-vented Flowerpecker,Pachyglossa_chrysorrhea,Pachyglossa,Dicaeidae (Flowerpeckers),,,,,
29977,yebflo1,avibase-DDEA6B69,Yellow-bellied Flowerpecker,Pachyglossa_melanozantha,Pachyglossa,Dicaeidae (Flowerpeckers),"Pachyglossa_melanozantha, Pachyglossa_vincens",,PCR: seem obvious sisters on plumage at least,,
29978,whtflo1,avibase-6D711040,White-throated Flowerpecker,Pachyglossa_vincens,Pachyglossa,Dicaeidae (Flowerpeckers),"Pachyglossa_melanozantha, Pachyglossa_vincens",,"PCR: seem obvious sisters on plumage at least. The Whiskered Flowerpecker has long been placed in the genus Dicaeum. While this species has not been included in molecular phylogenetic studies, many of its presumed close relatives have (1, 2, 3), including the Yellow-vented Flowerpecker (Pachyglossa chrysorrhea), Thick-billed Flowerpecker (Pachyglossa agilis), Yellow-bellied Flowerpecker (Pachyglossa melanozantha), and Brown-backed Flowerpecker (Pachyglossa everetti), which show that these species appear to be closer to the genus Prionochilus. Because of this apparent paraphyly of Dicaeum, these species are here placed in separate genus Pachyglossa (4, 5, 6).",,22 Dec MJI fixed this
29979,speflo1,avibase-E524E4CB,Spectacled Flowerpecker,Dicaeum_dayakorum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,
29980,gorflo1,avibase-6D0266CC,Golden-rumped Flowerpecker,Dicaeum_annae,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_annae, Dicaeum_aureolimbatum",,"ETM 2024: previously we were linking this with what have now become Pachyglossa. Just adding at genus-level for now. PCR: probably should be in Pachglossa, so making it sister to Dicaeum is probably best for now. MJI or PCR: sister to all Dicaeum",1,MJI fixed
29983,yesflo1,avibase-FD27C27B,Yellow-sided Flowerpecker,Dicaeum_aureolimbatum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,
29986,olcflo1,avibase-BCD2017C,Olive-capped Flowerpecker,Dicaeum_nigrilore,Dicaeum,Dicaeidae (Flowerpeckers),,,,,
