taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,needs.statement,fix.add.to,fix.do.not.break
29707,speflo1,avibase-E524E4CB,Spectacled Flowerpecker,Dicaeum_dayakorum,Dicaeum,Dicaeidae (Flowerpeckers),Dicaeum,"Prionochilus; Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",,,,yes
29708,gorflo1,avibase-6D0266CC,Golden-rumped Flowerpecker,Dicaeum_annae,Dicaeum,Dicaeidae (Flowerpeckers),Dicaeum,"Prionochilus; Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",ETM 2024: previously we were linking this with what have now become Pachyglossa. Just adding at genus-level for now,,yes,
29711,yesflo1,avibase-FD27C27B,Yellow-sided Flowerpecker,Dicaeum_aureolimbatum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29714,olcflo1,avibase-BCD2017C,Olive-capped Flowerpecker,Dicaeum_nigrilore,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29717,flcflo2,avibase-9B41B11D,Yellow-crowned Flowerpecker,Dicaeum_anthonyi,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29718,flcflo3,avibase-0C55C543,Flame-crowned Flowerpecker,Dicaeum_kampalili,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_anthonyi, Dicaeum_kampalili",,"Together with Yellow-crowned Flowerpecker, with which it was formerly considered conspecific, Flame-crowned Flowerpecker resembles the Bicolored Flowerpecker (Dicaeum bicolor) in its bill shape (but this is even heavier in the present species) and in color pattern (although Bicolored Flowerpecker lacks the bright color patch). It also resembles the Cebu Flowerpecker (Dicaeum quadricolor), to which it and Bicolored Flowerpecker have been speculated to be closely related (5). Flame-crowned Flowerpecker and Yellow-crowned Flowerpecker together were confirmed, with strong support, to be sister to Bicolored Flowerpecker (among those taxa in the phylogeny, not including Cebu Flowerpecker), based on mtDNA sequence data and one nuclear intron, and to be members of the Dicaeum clade as opposed to the Prionochilus and Pachyglossa clades that contain most of the other thick-billed flowerpeckers (20, 21).",,,
29721,bicflo1,avibase-01EAB134,Bicolored Flowerpecker,Dicaeum_bicolor,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29725,cebflo1,avibase-8BDE79BB,Cebu Flowerpecker,Dicaeum_quadricolor,Dicaeum,Dicaeidae (Flowerpeckers),Dicaeum,"Prionochilus; Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",,,,yes
29726,resflo1,avibase-1C0CB747,Red-keeled Flowerpecker,Dicaeum_australe,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29727,rekflo1,avibase-82F4FF0B,Black-belted Flowerpecker,Dicaeum_haematostictum,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_australe, Dicaeum_haematostictum, Dicaeum_retrocinctum",,Sometimes considered conspecific,,,
29728,sccflo1,avibase-DD4ABC00,Scarlet-collared Flowerpecker,Dicaeum_retrocinctum,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_australe, Dicaeum_haematostictum, Dicaeum_retrocinctum",,ETM: adding this species to above species group based on plumage similarity,,,
29729,orbflo1,avibase-3E81AAE0,Orange-bellied Flowerpecker,Dicaeum_trigonostigma,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29753,whbflo1,avibase-1262D49B,Buzzing Flowerpecker,Dicaeum_hypoleucum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29761,pabflo1,avibase-BDB26F7B,Pale-billed Flowerpecker,Dicaeum_erythrorhynchos,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29765,plaflo1,avibase-62585CD8,Nilgiri Flowerpecker,Dicaeum_concolor,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29767,plaflo2,avibase-F26BDDA7,Plain Flowerpecker,Dicaeum_minullum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29773,andflo1,avibase-B6C34EB4,Andaman Flowerpecker,Dicaeum_virescens,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_concolor, Dicaeum_minullum, Dicaeum_virescens",,"Both the Andaman Flowerpecker and the Nilgiri Flowerpecker (Dicaeum concolor) were long considered to be subspecies of the geographically widespread Plain Flowerpecker (Dicaeum minullum), but have recently been split on account of relatively small differences in plumage and apparently also in voice.",,,
29774,pygflo1,avibase-4E318300,Pygmy Flowerpecker,Dicaeum_pygmaeum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29780,crcflo1,avibase-EDF116F9,Crimson-crowned Flowerpecker,Dicaeum_nehrkorni,Dicaeum,Dicaeidae (Flowerpeckers),Dicaeum,"Prionochilus; Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",,,,yes
29781,flbflo3,avibase-2CB92155,Halmahera Flowerpecker,Dicaeum_schistaceiceps,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_schistaceiceps, Dicaeum_erythrothorax, Dicaeum_vulneratum, Dicaeum_pectorale, Dicaeum_geelvinkianum, Dicaeum_nitidum",,Until recently (1) considered conspecific with D. erythrothorax,,,
29782,flbflo2,avibase-3D30CF40,Buru Flowerpecker,Dicaeum_erythrothorax,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_schistaceiceps, Dicaeum_erythrothorax, Dicaeum_vulneratum, Dicaeum_pectorale, Dicaeum_geelvinkianum, Dicaeum_nitidum",,"Until recently considered conspecific with D. schistaceiceps (which see), although in some respects closer to (and conceivably conspecific with) D. pectorale",,,
29783,ashflo1,avibase-20BD1A23,Ashy Flowerpecker,Dicaeum_vulneratum,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_schistaceiceps, Dicaeum_erythrothorax, Dicaeum_vulneratum, Dicaeum_pectorale, Dicaeum_geelvinkianum, Dicaeum_nitidum",,ETM: follow linear sequence here and group with these nearby species,,,
29784,olcflo2,avibase-00242897,Olive-crowned Flowerpecker,Dicaeum_pectorale,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29787,recflo1,avibase-C4E2C54B,Red-capped Flowerpecker,Dicaeum_geelvinkianum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29797,louflo1,avibase-92AEC0AF,Louisiade Flowerpecker,Dicaeum_nitidum,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_schistaceiceps, Dicaeum_erythrothorax, Dicaeum_vulneratum, Dicaeum_pectorale, Dicaeum_geelvinkianum, Dicaeum_nitidum",,Considered conspecific with D. pectorale and/or D. geelvinkianum by some authors,,,
29800,rebflo1,avibase-5D552978,Red-banded Flowerpecker,Dicaeum_eximium,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29804,midflo1,avibase-7BFF5F7A,Midget Flowerpecker,Dicaeum_aeneum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29808,motflo1,avibase-376EC06B,Mottled Flowerpecker,Dicaeum_tristrami,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29809,blfflo1,avibase-5BAE90CD,Black-fronted Flowerpecker,Dicaeum_igniferum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29812,recflo2,avibase-C7EFE9E7,Red-chested Flowerpecker,Dicaeum_maugei,Dicaeum,Dicaeidae (Flowerpeckers),Dicaeum,"Prionochilus; Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",,,,yes
29817,fibflo1,avibase-907DF569,Fire-breasted Flowerpecker,Dicaeum_ignipectus,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29822,fibflo3,avibase-8C11AB08,Cambodian Flowerpecker,Dicaeum_cambodianum,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_ignipectus, Dicaeum_cambodianum, Dicaeum_luzoniense, Dicaeum_beccarii",,"Until recently, this species was regarded as a subspecies of the very wide-ranging Fire-breasted Flowerpecker (Dicaeum ignipectus), but the latter is now split into four species based on morphological and vocal differences; the other two species are endemic to the Philippines (Fire-throated Flowerpecker (Dicaeum luzoniense)) and Sumatra (Sumatran Flowerpecker (Dicaeum beccarii))",,,
29823,fibflo4,avibase-6C9DF46C,Fire-throated Flowerpecker,Dicaeum_luzoniense,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_ignipectus, Dicaeum_cambodianum, Dicaeum_luzoniense, Dicaeum_beccarii",,,,,
29827,fibflo5,avibase-0BCE71E0,Sumatran Flowerpecker,Dicaeum_beccarii,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_ignipectus, Dicaeum_cambodianum, Dicaeum_luzoniense, Dicaeum_beccarii",,,,,
29828,blsflo1,avibase-86A57304,Black-sided Flowerpecker,Dicaeum_monticolum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29830,gysflo1,avibase-25D14505,Gray-sided Flowerpecker,Dicaeum_celebicum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29837,blbflo5,avibase-F601E930,Javan Flowerpecker,Dicaeum_sanguinolentum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29838,blbflo6,avibase-3C3C5EE8,Flores Flowerpecker,Dicaeum_rhodopygiale,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_sanguinolentum, Dicaeum_rhodopygiale, Dicaeum_wilhelminae, Dicaeum_hanieli",,"A four-way split in Blood-breasted Flowerpecker Dicaeum sanguinolentum was not unexpected given the considerable plumage diversity within this formerly widespread species. The four new species break along familiar biogeographical lines withn Indonesia: Javan Flowerpecker Dicaeum sanguinolentum, Flores Flowerpecker Dicaeum rhodopygiale, Sumba Flowerpecker Dicaeum wilhelminae, and Timor Flowerpecker Dicaeum hanieli.",Yes,,
29839,blbflo3,avibase-0EC4EDBB,Sumba Flowerpecker,Dicaeum_wilhelminae,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_sanguinolentum, Dicaeum_rhodopygiale, Dicaeum_wilhelminae, Dicaeum_hanieli",,"A four-way split in Blood-breasted Flowerpecker Dicaeum sanguinolentum was not unexpected given the considerable plumage diversity within this formerly widespread species. The four new species break along familiar biogeographical lines withn Indonesia: Javan Flowerpecker Dicaeum sanguinolentum, Flores Flowerpecker Dicaeum rhodopygiale, Sumba Flowerpecker Dicaeum wilhelminae, and Timor Flowerpecker Dicaeum hanieli.",Yes,,
29840,blbflo4,avibase-F5D63C6F,Timor Flowerpecker,Dicaeum_hanieli,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_sanguinolentum, Dicaeum_rhodopygiale, Dicaeum_wilhelminae, Dicaeum_hanieli",,"A four-way split in Blood-breasted Flowerpecker Dicaeum sanguinolentum was not unexpected given the considerable plumage diversity within this formerly widespread species. The four new species break along familiar biogeographical lines withn Indonesia: Javan Flowerpecker Dicaeum sanguinolentum, Flores Flowerpecker Dicaeum rhodopygiale, Sumba Flowerpecker Dicaeum wilhelminae, and Timor Flowerpecker Dicaeum hanieli.",Yes,,
29841,pibflo1,avibase-2A0A1DE3,Pink-breasted Flowerpecker,Dicaeum_keiense,Dicaeum,Dicaeidae (Flowerpeckers),"Dicaeum_keiense, Dicaeum_hirundinaceum",,,Yes,,
29844,mistle1,avibase-4E08D31A,Mistletoebird,Dicaeum_hirundinaceum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29847,scbflo1,avibase-10016732,Scarlet-backed Flowerpecker,Dicaeum_cruentatum,Dicaeum,Dicaeidae (Flowerpeckers),,,,,,
29855,schflo1,avibase-3C404F82,Scarlet-headed Flowerpecker,Dicaeum_trochileum,Dicaeum,Dicaeidae (Flowerpeckers),Dicaeum,"Prionochilus; Pachyglossa_agilis, Pachyglossa_everetti, Pachyglossa_propria, Pachyglossa_chrysorrhea, Pachyglossa_melanozantha, Pachyglossa_vincens",,,,yes
29861,rucsun2,avibase-67A740A4,Ruby-cheeked Sunbird,Chalcoparia_singalensis,Chalcoparia,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29873,sctsun2,avibase-D508B219,Fraser's Sunbird,Deleornis_fraseri,Deleornis,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29877,gyhsun1,avibase-D34970F5,Gray-headed Sunbird,Deleornis_axillaris,Deleornis,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29878,plbsun1,avibase-67F06823,Plain-backed Sunbird,Anthreptes_reichenowi,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29881,ancsun1,avibase-1DA9FFC9,Anchieta's Sunbird,Anthreptes_anchietae,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29882,plasun1,avibase-2FFB2DBC,Plain Sunbird,Anthreptes_simplex,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29883,pltsun2,avibase-7F96C52A,Brown-throated Sunbird,Anthreptes_malacensis,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29899,pltsun3,avibase-C8FA38F5,Gray-throated Sunbird,Anthreptes_griseigularis,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29903,retsun3,avibase-63A37EE4,Red-throated Sunbird,Anthreptes_rhodolaemus,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29904,mobsun1,avibase-C13861D6,Mouse-brown Sunbird,Anthreptes_gabonicus,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29905,wvbsun1,avibase-857DCDD5,Western Violet-backed Sunbird,Anthreptes_longuemarei,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29912,kvbsun1,avibase-2D0C83B2,Eastern Violet-backed Sunbird,Anthreptes_orientalis,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29913,uvbsun1,avibase-56C6CBA8,Uluguru Violet-backed Sunbird,Anthreptes_neglectus,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29914,vitsun1,avibase-74D67BDB,Violet-tailed Sunbird,Anthreptes_aurantius,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),"Anthreptes_gabonicus, Anthreptes_longuemarei, Anthreptes_orientalis, Anthreptes_neglectus, Anthreptes_aurantius, Anthreptes_seimundi, Anthreptes_rectirostris, Anthreptes_rubritorques",Arachnothera; Deleornis; Leptocoma,"This and following eight African species (A. longuemarei, A. orientalis, A. neglectus, A. aurantius, A. seimundi, A. rectirostris, A. tephrolaemus, A. rubritorques) sometimes placed in genus Hedydipna or in a separate genus Lamprothreptes.",,,
29915,ligsun2,avibase-1B29AD28,Little Green Sunbird,Anthreptes_seimundi,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29919,grnsun1,avibase-3429B283,Yellow-chinned Sunbird,Anthreptes_rectirostris,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29920,grnsun2,avibase-35A2CCDF,Gray-chinned Sunbird,Anthreptes_tephrolaemus,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),"Anthreptes_rectirostris, Anthreptes_tephrolaemus",,"It was previously considered conspecific with the Yellow-chinned Sunbird (Anthreptes rectirostris) under the rather forgettable name of Green Sunbird. This is a small-bodied sunbird with a short, more or less straight bill, and habits that might recall an Old World warbler. ",Yes,,
29921,bansun1,avibase-8C506F22,Banded Sunbird,Anthreptes_rubritorques,Anthreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29923,colsun2,avibase-1611F295,Collared Sunbird,Hedydipna_collaris,Hedydipna,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29933,pygsun2,avibase-B0E7740F,Pygmy Sunbird,Hedydipna_platura,Hedydipna,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29934,nivsun2,avibase-8333D907,Nile Valley Sunbird,Hedydipna_metallica,Hedydipna,Nectariniidae (Sunbirds and Spiderhunters),"Hedydipna_collaris, Hedydipna_platura, Hedydipna_metallica; Hedydipna_platura, Hedydipna_metallica",,Trying the two species group addition style again here,,,
29935,amasun2,avibase-0B4F3AA2,Amani Sunbird,Hedydipna_pallidigaster,Hedydipna,Nectariniidae (Sunbirds and Spiderhunters),"Hedydipna_pallidigaster, Cinnyris_rufipennis",,"A molecular phylogeny of Nectariniidae (see Systematics History) suggested that the Amani Sunbird (Hedydipna pallidigaster) and Rufous-winged Sunbird (Cinnyris rufipennis) are sister species (14, 17). This is somewhat unexpected because bill morphology has often been used as a taxonomic character, and Amani Sunbird has a short, unspecialized bill, whereas Rufous-winged Sunbird has a long decurved bill. Mapping bill morphology onto molecular-phylogenetic trees suggested that bill length is labile, with long and short bills having evolved multiple times (14).",,,
29936,reisun2,avibase-9B953393,Reichenbach's Sunbird,Anabathmis_reichenbachii,Anabathmis,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29937,prisun2,avibase-4834AB04,Principe Sunbird,Anabathmis_hartlaubii,Anabathmis,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29938,newsun2,avibase-BFA9B759,Newton's Sunbird,Anabathmis_newtonii,Anabathmis,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29939,satsun1,avibase-1DEA5DEA,Sao Tome Sunbird,Dreptes_thomensis,Dreptes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29940,orbsun2,avibase-02B06535,Orange-breasted Sunbird,Anthobaphes_violacea,Anthobaphes,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29941,gnhsun1,avibase-6DE16262,Green-headed Sunbird,Cyanomitra_verticalis,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29948,bansun3,avibase-ED6CD9D5,Bannerman's Sunbird,Cyanomitra_bannermani,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29949,btbsun2,avibase-36A24C79,Blue-throated Brown Sunbird,Cyanomitra_cyanolaema,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29953,camsun2,avibase-B76E3DA1,Cameroon Sunbird,Cyanomitra_oritis,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29957,buhsun1,avibase-AE0035FF,Blue-headed Sunbird,Cyanomitra_alinae,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29963,eaosun1,avibase-EE79A5EF,Olive Sunbird,Cyanomitra_olivacea,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29975,mocsun2,avibase-C1CBA33A,Mouse-colored Sunbird,Cyanomitra_veroxii,Cyanomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29979,butsun2,avibase-59EE3B94,Buff-throated Sunbird,Chalcomitra_adelberti,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29982,carsun2,avibase-23BEFB19,Carmelite Sunbird,Chalcomitra_fuliginosa,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29985,gntsun1,avibase-2E2DE0B6,Green-throated Sunbird,Chalcomitra_rubescens,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29989,amesun2,avibase-B022292C,Amethyst Sunbird,Chalcomitra_amethystina,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29993,sccsun2,avibase-0059A2E0,Scarlet-chested Sunbird,Chalcomitra_senegalensis,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
29999,hunsun2,avibase-8F052626,Hunter's Sunbird,Chalcomitra_hunteri,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30002,socsun2,avibase-98E4ABFF,Socotra Sunbird,Chalcomitra_balfouri,Chalcomitra,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30003,pursun3,avibase-9A13D986,Purple-rumped Sunbird,Leptocoma_zeylonica,Leptocoma,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30006,crbsun2,avibase-B5F1B635,Crimson-backed Sunbird,Leptocoma_minima,Leptocoma,Nectariniidae (Sunbirds and Spiderhunters),Leptocoma,,,,,
30008,vahsun1,avibase-F1495113,Van Hasselt's Sunbird,Leptocoma_brasiliana,Leptocoma,Nectariniidae (Sunbirds and Spiderhunters),"Leptocoma_brasiliana, Leptocoma_sperata",,Until recently considered conspecific with L. sperata (with L. juliae),,,
30015,putsun3,avibase-8129C413,Purple-throated Sunbird,Leptocoma_sperata,Leptocoma,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30021,blksun1,avibase-16EBA05A,Black Sunbird,Leptocoma_aspasia,Leptocoma,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30050,cotsun2,avibase-ECF86816,Copper-throated Sunbird,Leptocoma_calcostetha,Leptocoma,Nectariniidae (Sunbirds and Spiderhunters),Leptocoma,,,,,
30051,bocsun2,avibase-F500EA53,Bocage's Sunbird,Nectarinia_bocagii,Nectarinia,Nectariniidae (Sunbirds and Spiderhunters),"Nectarinia_bocagii, Nectarinia_purpureiventris, Nectarinia_tacazze, Nectarinia_kilimensis",,"This species and N. purpureiventris, N. tacazze and N. kilimensis sometimes placed in genus Chalcomitra, or in a separate genus Sclaterornis",,,
30052,pubsun3,avibase-0F533AC6,Purple-breasted Sunbird,Nectarinia_purpureiventris,Nectarinia,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30053,tacsun1,avibase-FAFA576B,Tacazze Sunbird,Nectarinia_tacazze,Nectarinia,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30056,brosun1,avibase-D4F9B273,Bronze Sunbird,Nectarinia_kilimensis,Nectarinia,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30060,malsun1,avibase-26F27894,Malachite Sunbird,Nectarinia_famosa,Nectarinia,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30063,retsun2,avibase-D91BCC1B,Red-tufted Sunbird,Nectarinia_johnstoni,Nectarinia,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30068,gowsun2,avibase-D33D2F6D,Golden-winged Sunbird,Drepanorhynchus_reichenowi,Drepanorhynchus,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30072,olbsun3,avibase-D2B15B3F,Olive-bellied Sunbird,Cinnyris_chloropygius,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30077,tinsun2,avibase-6F3E5C98,Tiny Sunbird,Cinnyris_minullus,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30078,miosun2,avibase-82E7EDC0,Western Miombo Sunbird,Cinnyris_gertrudis,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30079,miosun3,avibase-4E7287C8,Eastern Miombo Sunbird,Cinnyris_manoensis,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30083,sdcsun3,avibase-679F9748,Southern Double-collared Sunbird,Cinnyris_chalybeus,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30087,neesun2,avibase-942E8A93,Neergaard's Sunbird,Cinnyris_neergaardi,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),"Cinnyris_chloropygius, Cinnyris_minullus, Cinnyris_gertrudis, Cinnyris_manoensis, Cinnyris_chalybeus, Cinnyris_neergaardi, Cinnyris_stuhlmanni, Cinnyris_prigoginei, Cinnyris_ludovicensis, Cinnyris_reichenowi, Cinnyris_afer, Cinnyris_regius, Cinnyris_rockefelleri, Cinnyris_mediocris, Cinnyris_usambaricus, Cinnyris_fuelleborni, Cinnyris_moreaui, Cinnyris_loveridgei, Cinnyris_pulchellus, Cinnyris_mariquensis, Cinnyris_shelleyi, Cinnyris_congensis, Cinnyris_erythrocercus, Cinnyris_nectarinioides, Cinnyris_bifasciatus, Cinnyris_tsavoensis, Cinnyris_chalcomelas, Cinnyris_pembae, Cinnyris_bouvieri, Cinnyris_osea, Cinnyris_habessinicus, Cinnyris_coccinigastrus, Cinnyris_johannae, Cinnyris_superbus, Cinnyris_rufipennis",Arachnothera; Deleornis; Leptocoma,ETM grouping with red bellied African Cinnyris,,,
30088,stusun1,avibase-E0C82A32,Stuhlmann's Sunbird,Cinnyris_stuhlmanni,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30093,prisun3,avibase-5D8A4ACA,Prigogine's Sunbird,Cinnyris_prigoginei,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),"Cinnyris_stuhlmanni, Cinnyris_prigoginei, Cinnyris_ludovicensis, Cinnyris_reichenowi, Cinnyris_afer",Arachnothera; Deleornis; Leptocoma,,,,
30094,mdcsun3,avibase-35BD0745,Montane Double-collared Sunbird,Cinnyris_ludovicensis,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30099,ndcsun2,avibase-A6083057,Northern Double-collared Sunbird,Cinnyris_reichenowi,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30102,gdcsun2,avibase-E47FCBF7,Greater Double-collared Sunbird,Cinnyris_afer,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30105,regsun2,avibase-F995313F,Regal Sunbird,Cinnyris_regius,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30108,rocsun2,avibase-D88A2E02,Rockefeller's Sunbird,Cinnyris_rockefelleri,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),"Cinnyris_chloropygius, Cinnyris_minullus, Cinnyris_gertrudis, Cinnyris_manoensis, Cinnyris_chalybeus, Cinnyris_neergaardi, Cinnyris_stuhlmanni, Cinnyris_prigoginei, Cinnyris_ludovicensis, Cinnyris_reichenowi, Cinnyris_afer, Cinnyris_regius, Cinnyris_rockefelleri, Cinnyris_mediocris, Cinnyris_usambaricus, Cinnyris_fuelleborni, Cinnyris_moreaui, Cinnyris_loveridgei, Cinnyris_pulchellus, Cinnyris_mariquensis, Cinnyris_shelleyi, Cinnyris_congensis, Cinnyris_erythrocercus, Cinnyris_nectarinioides, Cinnyris_bifasciatus, Cinnyris_tsavoensis, Cinnyris_chalcomelas, Cinnyris_pembae, Cinnyris_bouvieri, Cinnyris_osea, Cinnyris_habessinicus, Cinnyris_coccinigastrus, Cinnyris_johannae, Cinnyris_superbus, Cinnyris_rufipennis",Arachnothera; Deleornis; Leptocoma,ETM grouping with red bellied African Cinnyris,,,
30109,edcsun3,avibase-EF6101F4,Eastern Double-collared Sunbird,Cinnyris_mediocris,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30110,edcsun4,avibase-CBA39A29,Usambara Double-collared Sunbird,Cinnyris_usambaricus,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30111,edcsun1,avibase-411ECD6F,Forest Double-collared Sunbird,Cinnyris_fuelleborni,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30114,morsun2,avibase-B929416B,Moreau's Sunbird,Cinnyris_moreaui,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30115,lovsun3,avibase-85666B49,Loveridge's Sunbird,Cinnyris_loveridgei,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
30116,beasun2,avibase-718A3B70,Beautiful Sunbird,Cinnyris_pulchellus,Cinnyris,Nectariniidae (Sunbirds and Spiderhunters),,,,,,
